"Product Name",Category,"Sell Price","Buy Price"
Abduction,"Classic Sixth Edition",0.30,0.00
"Abyssal Hunter","Classic Sixth Edition",0.46,0.00
"Abyssal Specter","Classic Sixth Edition",0.24,0.00
"Adarkar Wastes","Classic Sixth Edition",6.18,2.90
"Aether Flash","Classic Sixth Edition",0.47,0.00
"Agonizing Memories","Classic Sixth Edition",0.23,0.00
"Air Elemental","Classic Sixth Edition",0.24,0.00
"Aladdin's Ring","Classic Sixth Edition",0.34,0.00
"Amber Prison","Classic Sixth Edition",0.44,0.00
"Anaba Bodyguard","Classic Sixth Edition",0.14,0.00
"Anaba Shaman","Classic Sixth Edition",0.14,0.00
"Ancestral Memories","Classic Sixth Edition",0.41,0.00
"Animate Wall","Classic Sixth Edition",0.47,0.00
"Ankh of Mishra","Classic Sixth Edition",1.95,0.10
Archangel,"Classic Sixth Edition",0.84,0.10
"Ardent Militia","Classic Sixth Edition",0.21,0.00
Armageddon,"Classic Sixth Edition",4.25,2.00
"Armored Pegasus","Classic Sixth Edition",0.17,0.00
"Ashen Powder","Classic Sixth Edition",0.93,0.10
"Ashnod's Altar","Classic Sixth Edition",5.70,2.68
"Balduvian Barbarians","Classic Sixth Edition",0.15,0.00
"Balduvian Horde","Classic Sixth Edition",0.47,0.00
"Birds of Paradise","Classic Sixth Edition",9.30,4.37
Blaze,"Classic Sixth Edition",0.30,0.00
Blight,"Classic Sixth Edition",0.35,0.00
"Blighted Shaman","Classic Sixth Edition",0.24,0.00
"Blood Pet","Classic Sixth Edition",0.18,0.00
"Bog Imp","Classic Sixth Edition",0.14,0.00
"Bog Rats","Classic Sixth Edition",0.17,0.00
"Bog Wraith","Classic Sixth Edition",0.23,0.00
Boil,"Classic Sixth Edition",0.66,0.10
Boomerang,"Classic Sixth Edition",0.19,0.00
"Bottle of Suleiman","Classic Sixth Edition",0.43,0.00
Browse,"Classic Sixth Edition",0.23,0.00
Brushland,"Classic Sixth Edition",5.46,2.57
Burrowing,"Classic Sixth Edition",0.22,0.00
"Call of the Wild","Classic Sixth Edition",0.46,0.00
Castle,"Classic Sixth Edition",0.24,0.00
"Cat Warriors","Classic Sixth Edition",0.15,0.00
"Celestial Dawn","Classic Sixth Edition",1.33,0.10
"Charcoal Diamond","Classic Sixth Edition",1.89,0.10
Chill,"Classic Sixth Edition",0.43,0.00
"Circle of Protection: Black","Classic Sixth Edition",0.18,0.00
"Circle of Protection: Blue","Classic Sixth Edition",0.16,0.00
"Circle of Protection: Green","Classic Sixth Edition",0.17,0.00
"Circle of Protection: Red","Classic Sixth Edition",0.19,0.00
"Circle of Protection: White","Classic Sixth Edition",0.17,0.00
"City of Brass","Classic Sixth Edition",9.02,4.24
Coercion,"Classic Sixth Edition",0.15,0.00
Conquer,"Classic Sixth Edition",0.22,0.00
Counterspell,"Classic Sixth Edition",1.15,0.10
"Creeping Mold","Classic Sixth Edition",0.24,0.00
"Crimson Hellkite","Classic Sixth Edition",0.75,0.10
Crusade,"Classic Sixth Edition",1.19,0.10
"Crystal Rod","Classic Sixth Edition",0.17,0.00
"Crystal Vein","Classic Sixth Edition",0.60,0.10
"Cursed Totem","Classic Sixth Edition",9.24,4.34
"Dancing Scimitar","Classic Sixth Edition",0.39,0.00
"Daraja Griffin","Classic Sixth Edition",0.23,0.00
"Daring Apprentice","Classic Sixth Edition",0.46,0.00
"D'Avenant Archer","Classic Sixth Edition",0.15,0.00
Deflection,"Classic Sixth Edition",0.45,0.00
"Dense Foliage","Classic Sixth Edition",0.73,0.10
Derelor,"Classic Sixth Edition",0.37,0.00
Desertion,"Classic Sixth Edition",2.99,0.25
"Diminishing Returns","Classic Sixth Edition",0.56,0.10
"Dingus Egg","Classic Sixth Edition",0.46,0.00
Disenchant,"Classic Sixth Edition",0.19,0.00
"Disrupting Scepter","Classic Sixth Edition",0.34,0.00
"Divine Transformation","Classic Sixth Edition",0.24,0.00
Doomsday,"Classic Sixth Edition",2.97,0.25
"Dragon Engine","Classic Sixth Edition",0.43,0.00
"Dragon Mask","Classic Sixth Edition",0.24,0.00
"Dread of Night","Classic Sixth Edition",1.94,0.10
"Dream Cache","Classic Sixth Edition",0.17,0.00
"Drudge Skeletons","Classic Sixth Edition",0.14,0.00
"Dry Spell","Classic Sixth Edition",0.14,0.00
"Dwarven Ruins","Classic Sixth Edition",0.29,0.00
"Early Harvest","Classic Sixth Edition",0.76,0.10
Earthquake,"Classic Sixth Edition",0.71,0.10
"Ebon Stronghold","Classic Sixth Edition",0.29,0.00
"Ekundu Griffin","Classic Sixth Edition",0.14,0.00
"Elder Druid","Classic Sixth Edition",0.43,0.00
"Elven Cache","Classic Sixth Edition",0.15,0.00
"Elven Riders","Classic Sixth Edition",0.24,0.00
"Elvish Archers","Classic Sixth Edition",0.47,0.00
Enfeeblement,"Classic Sixth Edition",0.14,0.00
"Enlightened Tutor","Classic Sixth Edition",26.25,12.34
"Ethereal Champion","Classic Sixth Edition",0.46,0.00
"Evil Eye of Orms-by-Gore","Classic Sixth Edition",0.19,0.00
Exile,"Classic Sixth Edition",1.24,0.10
"Fallen Angel","Classic Sixth Edition",0.47,0.00
"Fallow Earth","Classic Sixth Edition",0.24,0.00
"Familiar Ground","Classic Sixth Edition",0.24,0.00
"Fatal Blow","Classic Sixth Edition",0.17,0.00
Fear,"Classic Sixth Edition",0.15,0.00
"Feast of the Unicorn","Classic Sixth Edition",0.18,0.00
"Femeref Archers","Classic Sixth Edition",0.24,0.00
"Feral Shadow","Classic Sixth Edition",0.15,0.00
Fervor,"Classic Sixth Edition",1.27,0.10
"Final Fortune","Classic Sixth Edition",1.52,0.10
"Fire Diamond","Classic Sixth Edition",2.81,0.25
"Fire Elemental","Classic Sixth Edition",0.24,0.00
Firebreathing,"Classic Sixth Edition",0.14,0.00
